Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
Gucci Guilty Absolute Gucci for men,Oriental Woody,Leather,Woody Notes,Vetiver,Fall/Winter,All Time,long lasting,heavy,3.75,979
Gucci Guilty Absolute pour Femme Gucci for women,Chypre Fruity,Blackberry,Cypress,Bulgarian Rose,All Season,All Time,long lasting,heavy,3.80,361
Gucci Guilty Platinum Gucci for women,Oriental Floral,Lilac,Patchouli,Pink Pepper,All Season,Day,long lasting,heavy,3.96,34
Gucci Guilty Pour Homme Platinum Gucci for men,Woody Aromatic,Lemon,Lavender,Orange Blossom,All Season,All Time,long lasting,heavy,3.29,27
Forever Now (Gucci Museo) Gucci for women and men,Floral Woody Musk,Lavender,Black Pepper,Nutmeg,Fall/Winter,Night,long lasting,heavy,3.28,54
Gucci Premiere Gucci for women,Floral Woody Musk,White Flowers,Bergamot,Musk,All Season,All Time,moderate,moderate,3.72,1242
Gucci Premiere Eau de Toilette Gucci for women,Floral Woody Musk,Champagne,Jasmine,Orange Blossom,All Season,Day,moderate,moderate,3.46,164
Gucci Rush Gucci for women,Chypre Fruity,Peach,Patchouli,Coriander,Fall/Winter,Night,long lasting,heavy,3.56,3439
Gucci Rush 2 Gucci for women,Floral Woody Musk,Freesia,Narcissus,Black Currant,Spring/Summer,Day,moderate,moderate,3.78,1171
Gucci Rush for Men Gucci for men,Woody Spicy,Sandalwood,Cedar,Cypress,All Season,All Time,long lasting,heavy,4.49,485
Gucci Rush Summer Gucci for women,Floral Green,Bergamot,Gardenia,Musk,Spring/Summer,Day,long lasting,heavy,3.60,64
180 Ans de Créations 1828-2008 Guerlain for women and men,Oriental,Vanilla,Pink Pepper,Jasmine,All Season,Day,long lasting,heavy,4.21,21
Apres l'Ondee Guerlain for women,Oriental Floral,Violet,iris,Heliotrope,Spring/Summer,Day,moderate,moderate,4.32,1311
Attrape Coeur Guerlain for women,Oriental Floral,iris,Orris Root,Violet,Fall/Winter,All Time,moderate,moderate,4.20,5
Belle Epoque Limited Edition Guerlain for women,Floral,Tuberose,Jasmine,Sandalwood,Winter,Night,moderate,heavy,4.50,2
Bouquet de Faunes Guerlain for women,,Civetta,Musk,Leather,All Season,Night,long lasting,heavy,4.00,11
Candide Effluve Guerlain for women,Oriental Floral,Jasmine,Vanille,Ylang-Ylang,All Season,All Time,moderate,heavy,4.18,19
Cologne du 68 Guerlain for women and men,Citrus Aromatic,Citruses,iris,Sage,Spring/Summer,Day,moderate,moderate,4.17,333
Colours of Love Guerlain for women,Floral Fruity,Passionfruit,Rose,Violet,Spring/Summer,Day,moderate,moderate,3.87,63
Coriolan Guerlain for men,Woody Chypre,Oakmoss,Nutmeg,Vetiver,All Season,Day,moderate,heavy,4.28,268
Cuir de Russie Guerlain for women and men,Leather,Birch,iris,Civet,All Season,All Time,long lasting,heavy,4.78,13
Derby (Vintage) Guerlain for men,Chypre,Oakmoss,Leather,Nutmeg Flower,All Season,All Time,long lasting,heavy,4.45,212
Djedi Guerlain for women,Woody Chypre,Civetta,Leather,Vetiver,Fall/Winter,Night,long lasting,heavy,4.62,78
Eau de Verveine Guerlain for women and men,Citrus Aromatic,Lemon Verbena,Citruses,Bergamot,Summer,Day,moderate,heavy,4.80,5
Garden Sensuel Guerlain for women,Oriental Floral,Gardenia,Neroli,Tonka Bean,Fall/Winter,All Time,weak,heavy,5.00,10
Guerlain Chant d'Aromes Guerlain for women,Chypre Floral,Aldehydes,Honeysuckle,Jasmine,Spring/Summer,Day,moderate,moderate,4.13,374
Guerlain Le Parfum du 68 Guerlain for women and men,Woody Spicy,Immortelle,Tonka Bean,Benzoin,Fall/Winter,Day,moderate,heavy,4.18,165
Guerlinade Guerlain for women,Oriental Floral,Lilac,Jasmine,Orris,Spring,Day,moderate,heavy,4.37,40
Guet Apens Guerlain for women,Chypre Fruity,Amber,Vanilla,Peach,Fall/Winter,Night,moderate,heavy,4.57,135
Jardins de Bagatelle Guerlain for women,Floral,Tuberose,Jasmine,Narcissus,All Season,Day,long lasting,heavy,3.92,774
Kadine Guerlain for women,Floral,Violet,iris,Anise,All Season,All Time,moderate,moderate,2.50,5
Le Bouquet de la Mariee Guerlain for women,Floral Woody Musk,Candied Almond,Orange Blossom,Vanilla,All Season,Day,long lasting,heavy,4.25,68
Le Bouquet de la Reine Guerlain for women,Floral,White Musk,Jasmine,Galbanum,Fall/Winter,Day,moderate,heavy,4.25,5
Le Plus Beau Jour de Ma Vie Guerlain for women,Floral Woody Musk,Candied Almond,Vanilla,Orange Blossom,All Season,Day,moderate,heavy,4.30,129
Les Secrets de Sophie Guerlain for women,Oriental Floral,Incense,Jasmine,Tonka Bean,Fall/Winter,Day,moderate,heavy,4.44,46
Love is All Guerlain for women,Floral Fruity,Mimosa,iris,Orange Blossom,Spring/Summer,Day,moderate,heavy,3.81,131
LUI Guerlain for women and men,Oriental Spicy,Benzoin,Clove,Vanilla,Fall/Winter,All Time,long lasting,heavy,4.11,149
Mahora Guerlain for women,Oriental Floral,Tuberose,Ylang-Ylang,Almond Blossom,Fall/Winter,Night,long lasting,heavy,3.92,719
Mahora Extrait de Parfum Guerlain for women,Floral Fruity,Tuberose,Ylang-Ylang,Vanilla,All Season,All Time,long lasting,heavy,4.64,26
Metallica (Metalys) Guerlain for women,Oriental Spicy,Carnation,Ylang-Ylang,Vanilla,All Season,All Time,long lasting,heavy,4.44,98
Meteorites Guerlain for women,Floral,Violet,iris,Heliotrope,Spring/Summer,Day,moderate,moderate,4.12,256
Météorites Le Parfum Guerlain for women,Floral Woody Musk,Violet,Apple,Green Notes,Spring/Summer,Day,moderate,moderate,3.97,178
Mon Exclusif Guerlain for women,Oriental Woody,Vanilla,Toffee,Lavender,All Season,All Time,long lasting,heavy,4.30,323
Mon Precious Nectar Fountain Imperiale Guerlain for women,Floral Woody Musk,Almond,Vanille,African Orange flower,All Season,All Time,moderate,heavy,4.54,51
Mouchoir de Monsieur Guerlain for men,Oriental,Lavender,Bergamot,Vanilla,All Season,All Time,moderate,moderate,4.40,235
Ne m’Oubliez Pas Guerlain for women,Oriental Woody,Rose,Plum,Cumin,Fall/Winter,All Time,long lasting,heavy,4.34,63
Ode Guerlain for women,Floral Aldehyde,Jasmine,Rose,iris,All Season,All Time,moderate,heavy,4.60,20
Oud Sensuel Guerlain for men,Woody,Agarwood (Oud),Geranium,Cardamom,Fall/Winter,Night,very long lasting,heavy,3.00,4
Parure Guerlain for women,Chypre Fruity,Oakmoss,Plum,Rose,All Season,All Time,moderate,moderate,4.41,218
Petit Guerlain Guerlain for women and men,Citrus Aromatic,Lavender,Mimosa,Citruses,Spring/Summer,Day,moderate,moderate,3.79,93
Philtre d'Amour Guerlain for women,Chypre Floral,Lemon Verbena,Amalfi Lemon,Bergamot,All Season,All Time,moderate,heavy,4.09,75
Place Rouge Guerlain for women,Chypre Floral,Violet,Heliotrope,White Musk,All Season,All Time,moderate,heavy,4.00,25
Plus Que Jamais Guerlain for women,Oriental Floral,iris,Amber,Vanille,Fall/Winter,All Time,weak,moderate,4.60,42
Precious Heart Guerlain for women,Floral Green,Lemon Verbena,Grapefruit,Freesia,Spring/Summer,Day,moderate,moderate,3.90,68
Purple Fantasy Guerlain for women,Floral Green,Sandalwood,Apricot,Coconut,Fall/Winter,All Time,moderate,heavy,3.82,186
Quand Vient La Pluie Guerlain for women,Floral Woody Musk,Violet,Heliotrope,Praline,All Season,All Time,long lasting,heavy,4.72,66
Quand Vient La Pluie Extrait de Parfum Guerlain for women and men,Floral Green,iris,Rosemary,Violet,Fall/Winter,Night,moderate,heavy,4.22,10
Reve de Lune Guerlain for women,Floral Woody Musk,Aldehydes,resins,Orange Blossom,All Season,Day,long lasting,heavy,4.33,15
Royal Extrait Guerlain for women,Oriental Floral,iris,Peach,resins,All Season,All Time,long lasting,heavy,4.52,35
Rue de la Paix Guerlain for women,Floral Aldehyde,Lavender,Musk,Jasmine,Fall/Winter,Night,very long lasting,enormous,4.67,4
Secret Intention Guerlain for women,Floral,Tea,Jasmine,Peony,Spring/Summer,All Time,moderate,moderate,2.90,48
Shiny Cherry Blossom Guerlain for women,Floral Fruity,Cherry Blossom,Musk,Bergamot,Spring/Summer,Day,long lasting,heavy,4.90,18
Sous le Vent Guerlain for women,Chypre Floral,Bergamot,Tarragon,Green Notes,Spring/Summer,Day,moderate,moderate,4.22,206
Terracotta Le Parfum Guerlain for women,Floral,Tiare Flower,Jasmine,Coconut,Spring/Summer,Day,moderate,moderate,4.16,1178
Vega Guerlain for women,Floral Aldehyde,Aldehydes,Ylang-Ylang,Carnation,Fall/Winter,Night,moderate,heavy,4.47,123
Voilette de Madame Guerlain for women,Floral,Ylang-Ylang,Violet,Sandalwood,Fall/Winter,Night,very long lasting,heavy,4.06,24
Vol de Nuit Guerlain for women,Woody,Galbanum,Oakmoss,iris,Fall/Winter,All Time,moderate,moderate,4.42,1094
Vol de Nuit Evasion Guerlain for women,Oriental Woody,Peach,Vanilla,iris,Fall/Winter,All Time,moderate,moderate,4.48,117
Vol de Nuit Extract Guerlain for women,Floral,Galbanum,Narcissus,Carnation,All Season,All Time,long lasting,moderate,4.86,123
With Love Guerlain for women,Floral,Freesia,Musk,Mandarin Orange,Spring/Summer,Day,moderate,moderate,4.03,84
Aqua Allegoria Angelique Lilas Guerlain for women,Floral Green,Angelica,Lilac,Heliotrope,Spring/Summer,Day,moderate,moderate,3.89,190
Aqua Allegoria Anisia Bella Guerlain for women and men,Aromatic Green,Star Anise,Basil,Green Tea,Spring/Summer,Day,moderate,heavy,3.59,145
Aqua Allegoria Bergamote Calabria Guerlain for women and men,Citrus,Calabrian bergamot,Petitgrain,Ginger,Summer,Day,moderate,moderate,3.96,167
Aqua Allegoria Bouquet de Mai Guerlain for women,Floral,White Flowers,Grass,Grapefruit,Spring/Summer,Day,moderate,heavy,3.70,94
Aqua Allegoria Bouquet Numero 1 Guerlain for women,Floral Green,Jasmine,White Flowers,Fruity Notes,Spring,Day,long lasting,heavy,3.53,71
Aqua Allegoria Bouquet Numero 2 Guerlain for women,Floral Fruity,Rose,Litchi,iris,Spring/Summer,Day,moderate,moderate,4.14,89
Aqua Allegoria Cherry Blossom Guerlain for women,Floral,Cherry Blossom,Tea,Bergamot,Spring/Summer,Day,moderate,moderate,3.38,162
Aqua Allegoria Figue - Iris Guerlain for women,Floral Fruity,Fig Leaf,iris,Violet,Spring/Summer,Day,moderate,moderate,3.89,232
Aqua Allegoria Flora Nerolia Guerlain for women,Floral,Neroli,Jasmine,Orange Blossom,Spring/Summer,Day,moderate,moderate,3.76,162
Aqua Allegoria Flora Nymphea Guerlain for women,Floral,Honey,Orange Blossom,Syringa,Spring/Summer,Day,moderate,moderate,3.73,815
Aqua Allegoria Flora Rosa Guerlain for women,Floral,Rose,Red Berries,Musk,Spring/Summer,Day,moderate,moderate,3.96,238
Aqua Allegoria Foliflora Guerlain for women,Floral,Freesia,Angelica,Neroli,Spring/Summer,Day,weak,moderate,3.77,85
Aqua Allegoria Gentiana Guerlain for women,Floral Green,Gentiana,Grapefruit,Lime,Spring/Summer,Day,moderate,moderate,3.82,141
Aqua Allegoria Grosellina Guerlain for women,Floral Fruity,Red Currant,Tea,Raspberry,Summer,Day,moderate,heavy,4.11,168
Aqua Allegoria Herba Fresca Guerlain for women and men,Aromatic Green,Mint,Green Tea,Lemon,Spring/Summer,Day,moderate,moderate,4.07,1565
Aqua Allegoria Jasminora Guerlain for women,Floral Green,Jasmine,Lily-of-the-Valley,Bergamot,Spring/Summer,Day,moderate,heavy,4.02,420
Aqua Allegoria Laurier - Reglisse Guerlain for women,Aromatic Green,Bay Leaf,Bergamot,Licorice,Spring/Summer,Day,moderate,moderate,3.89,83
Aqua Allegoria Lavande Velours Guerlain for women and men,Floral,Lavender,Violet,iris,Spring/Summer,Day,moderate,moderate,3.84,155
Aqua Allegoria Lemon Fresca Guerlain for women and men,Citrus,Lemon,Anise,Bergamot,Spring/Summer,Day,moderate,moderate,3.80,97
Aqua Allegoria Lilia Bella Guerlain for women,Floral Green,Lily-of-the-Valley,Lilac,Jasmine,Spring/Summer,Day,moderate,moderate,3.84,131
Aqua Allegoria Limon Verde Guerlain for women and men,Citrus Aromatic,Lime,Green Notes,Fig,Summer,Day,moderate,moderate,3.84,588
Aqua Allegoria Lys Soleia Guerlain for women,Floral Fruity,Lily,Ylang-Ylang,Vanille,Spring/Summer,Day,moderate,moderate,4.05,779
Aqua Allegoria Mandarine Basilic Guerlain for women,Citrus Aromatic,Clementine,Mandarin Orange,Basil,Spring/Summer,Day,moderate,moderate,4.19,1155
Aqua Allegoria Mentafollia Guerlain for women and men,Floral Green,Green Tea,Grapefruit,Jasmine,Summer,Day,moderate,moderate,3.76,163
Aqua Allegoria Nerolia Bianca Guerlain for women and men,Citrus,Neroli,Bitter Orange,Orange Blossom,Spring/Summer,Day,moderate,moderate,3.68,506
Aqua Allegoria Orange Magnifica Guerlain for women,Citrus,Orange,Clementine,Neroli,All Season,Day,moderate,moderate,3.50,80
Aqua Allegoria Pamplelune Guerlain for women,Citrus,Grapefruit,Bergamot,Cassia,Summer,Day,moderate,moderate,3.86,1344
Aqua Allegoria Passiflora Guerlain for women and men,Floral Fruity,Passionfruit,Grapefruit,Lemon,Spring/Summer,Day,moderate,moderate,3.71,114
Aqua Allegoria Pera Granita Guerlain for women,Floral Fruity,Grapefruit,Pear,Lemon,Spring/Summer,Day,moderate,moderate,3.92,301
Aqua Allegoria Pivoine Magnifica Guerlain for women,Floral,Violet,Peony,iris,Spring/Summer,Day,moderate,moderate,3.89,153
Aqua Allegoria Rosa Blanca Guerlain for women,Floral,Rose,Magnolia,Jasmine,Summer,Day,long lasting,heavy,3.55,35
Aqua Allegoria Rosa Fizz Guerlain for women,Floral,Rose,Litchi,Mandarin Orange,Spring,Day,moderate,heavy,4.20,36
Aqua Allegoria Rosa Magnifica Guerlain for women,Floral Aldehyde,Rose,Hiacynth,Violet,Spring/Summer,Day,long lasting,moderate,3.80,128
Aqua Allegoria Rosa Pop Guerlain for women,Floral Fruity,Violet,Rose,Peony,Spring/Summer,Day,moderate,moderate,3.94,182
Aqua Allegoria Rosa Rossa Guerlain for women,Floral Fruity,Rose,Litchi,Black Currant,Spring,Day,weak,moderate,3.77,37
Aqua Allegoria Teazzurra Guerlain for women and men,Citrus Aromatic,Green Tea,Chamomile,Lemon,Spring/Summer,Day,moderate,moderate,3.79,419
Aqua Allegoria Tiare Mimosa Guerlain for women,Floral,Mimosa,Tiare Flower,Amalfi Lemon,Spring/Summer,Day,moderate,moderate,3.80,426
Aqua Allegoria Tutti Kiwi Guerlain for women,Floral Fruity,Kiwi,Rhubarb,Lemon,Spring/Summer,Day,moderate,moderate,3.42,96
Aqua Allegoria Winter Delice Guerlain for women and men,Woody Floral Musk,Pine,Resin,Fir,Winter,All Time,long lasting,heavy,3.96,253
Aqua Allegoria Ylang & Vanille Guerlain for women,Floral,Ylang-Ylang,Vanilla,Carnation,Spring/Summer,Day,moderate,heavy,4.02,295
Aroma Allegoria Aromaparfum Apaisant Guerlain for women,Floral,Lime (Linden) Blossom,Chamomile,Mimosa,Spring/Summer,Day,moderate,moderate,4.38,62
Aroma Allegoria Aromaparfum Vitalising Guerlain for women,Citrus Aromatic,Bergamot,Citruses,Tea,Spring/Summer,Day,weak,heavy,4.27,27
Aroma Allegoria Exalting Aromaparfum Guerlain for women,Oriental Woody,Cinnamon,Tonka Bean,Cardamom,Winter,All Time,long lasting,heavy,4.57,64
Chamade Guerlain for women,Oriental Floral,Galbanum,Hiacynth,Aldehydes,All Season,Day,long lasting,moderate,4.16,938
Chamade Extract Guerlain for women,Floral Aldehyde,Galbanum,Hyacinth,Aldehydes,Spring/Summer,All Time,long lasting,moderate,4.85,60
Champs Elysees Eau de Parfum Guerlain for women,Floral Fruity,Mimosa,Lilac,Lily-of-the-Valley,Spring/Summer,Day,long lasting,heavy,4.05,587
Champs Elysees Eau de Toilette Guerlain for women,Floral Fruity,Lilac,Mimosa,Lily-of-the-Valley,Spring/Summer,Day,long lasting,moderate,3.78,2125
Champs Elysees Extract Guerlain for women,Floral Fruity,Mimosa,Lilac,Lily-of-the-Valley,Spring/Summer,Day,long lasting,moderate,4.44,45
Lights Of Champs-Elysees Guerlain for women,Floral,Almond Blossom,Vanilla,Mimosa,All Season,All Time,moderate,heavy,3.81,21
Too Much Guerlain for women,Floral Green,Mimosa,Narcissus,Lily,Spring/Summer,Day,moderate,moderate,3.98,173
Too Much Champs Elysees Vital Sensations Guerlain for women and men,,Lilac,Almond Wood,Jasmine,Spring/Summer,Day,moderate,heavy,4.88,9
Cherry Blossom Edition 1999 Guerlain for women,Floral,Green Tea,Lemon,Cherry,Spring,Day,moderate,moderate,3.36,95
Cherry Blossom Glittering Guerlain for women,Chypre,Orange Blossom,Green Tea,Citruses,Spring,Day,moderate,moderate,4.29,23
Lovely Cherry Blossom Gold Sparkles Guerlain for women,Floral,Cherry Blossom,Green Tea,Bergamot,Spring,Day,weak,moderate,3.79,18
Eau de Cashmere Guerlain for women and men,Floral Woody Musk,iris,Heliotrope,White Musk,Fall/Winter,All Time,moderate,moderate,4.16,59
Eau de Lingerie Guerlain for women,Floral Woody Musk,iris,White Musk,Vanilla,All Season,Day,moderate,moderate,4.23,94
Eau de Lit Guerlain for women,Oriental,Sage,White Musk,Neroli,Fall,Day,weak,heavy,4.00,36
L'Heure de Nuit Guerlain for women and men,Floral Woody Musk,iris,Sandalwood,Heliotrope,All Season,Day,moderate,heavy,4.62,18
L’Eau de Parfum du 68 Guerlain for women and men,Woody Spicy,Immortelle,Benzoin,Heliotrope,All Season,All Time,long lasting,heavy,4.50,7
Oriental Brulant Guerlain for women and men,Oriental,Styrax,Vanilla,Tonka Bean,Fall/Winter,Night,long lasting,moderate,4.82,15
Santal Royal Guerlain for women and men,Oriental Woody,Agarwood (Oud),Sandalwood,Leather,Fall/Winter,All Time,long lasting,heavy,4.17,34
Spiritueuse  Double Vanille Guerlain for women and men,Oriental,Vanilla,Benzoin,Rum,Fall/Winter,All Time,long lasting,heavy,4.24,32
Coque d'Or Guerlain for women,Chypre,Rose,Peach,Oakmoss,Fall/Winter,Night,long lasting,heavy,4.43,9
Coque d'Or (2014) Guerlain for women,Chypre,Civet,Fruity Notes,Musk,All Season,All Time,long lasting,heavy,4.80,12
Guerlain Homme Guerlain for men,Woody Aromatic,Mojito,Lime,Mint,Spring/Summer,Day,moderate,moderate,4.20,1485
Guerlain Homme Eau de Parfum (2016) Guerlain for men,Woody Aromatic,Spicy Mint,Lime,Rum,Spring/Summer,Day,long lasting,heavy,4.45,125
Guerlain Homme Intense Guerlain for men,Woody Aromatic,Mint,Rum,Vetiver,Spring/Summer,All Time,long lasting,moderate,4.39,1186
Guerlain Homme Intense Pininfarina Collector Guerlain for men,Woody Aromatic,Rum,Geranium,Vetiver,Spring/Summer,All Time,long lasting,heavy,4.15,84
Guerlain Homme L'Eau Guerlain for men,Citrus Aromatic,Lime,Mint,Grapefruit,Spring/Summer,Day,moderate,moderate,4.38,418
Guerlain Homme L'Eau Boisée Guerlain for men,Woody Chypre,Vetiver,Lime,Woodsy Notes,Spring/Summer,Day,moderate,moderate,4.33,1104
Habit de Metal Guerlain for men,Oriental Woody,Vanilla,Bergamot,Mandarin Orange,All Season,Night,moderate,enormous,4.00,16
Habit Rouge Armoiries Guerlain for men,Woody Spicy,Patchouli,Agarwood (Oud),Orange,All Season,Day,long lasting,heavy,4.25,19
Habit Rouge Beau Cavalier Guerlain for men,Oriental Woody,Patchouli,Leather,Vanilla,Fall/Winter,Night,moderate,heavy,4.07,40
Habit Rouge Dress Code Guerlain for men,Oriental Woody,Praline,Vanilla,Rose,Fall/Winter,All Time,long lasting,heavy,4.33,189
Habit Rouge Dress Code 2016 Guerlain for men,Oriental Woody,Rose,Leather,Praline,Fall/Winter,Night,long lasting,heavy,4.58,59
Habit Rouge Dress Code 2017 Guerlain for men,Oriental Woody,Praline,Rose,Tonka Bean,Fall/Winter,All Time,long lasting,heavy,4.38,54
Habit Rouge Dress Code 2018 Guerlain for men,Oriental Woody,Rose,Praline,Tonka Bean,Fall/Winter,Night,moderate,moderate,4.67,7
Habit Rouge Eau de Cologne Guerlain for men,Oriental Woody,Lemon,Carnation,Vanilla,All Season,All Time,moderate,moderate,4.55,32
Habit Rouge Eau de Parfum Guerlain for men,Oriental Woody,Rose,Lemon,Vanilla,All Season,All Time,long lasting,heavy,4.32,496
Habit Rouge Eau de Toilette Guerlain for men,Oriental Woody,Lemon,Rose,Vanilla,All Season,All Time,long lasting,heavy,4.11,1893
Habit Rouge Edition Voyage Guerlain for men,Oriental,Lemon,Orange,Vanilla,All Season,All Time,long lasting,heavy,4.38,16
Habit Rouge Habit de Cuir Guerlain for men,Oriental Woody,Leather,Vanille,Patchouli,All Season,Night,long lasting,heavy,4.00,18
Habit Rouge L'Eau Guerlain for men,Oriental,Bitter Orange,Jasmine,Vanille,All Season,Day,long lasting,heavy,4.42,289
Habit Rouge L'Extrait Guerlain for men,Oriental Woody,Carnation,Oakmoss,Tangerine,Fall/Winter,Night,long lasting,heavy,4.56,31
Habit Rouge Légère Guerlain for men,Oriental Woody,Bergamot,Vanilla,Lemon,Fall/Winter,Day,long lasting,moderate,4.56,11
Habit Rouge Rider Edition Guerlain for men,Leather,Bitter Orange,Benzoin,Vanilla,Fall/Winter,All Time,long lasting,heavy,4.14,11
Habit Rouge Sport Guerlain for men,Citrus Aromatic,Bitter Orange,Rose,Lime,All Season,Day,moderate,moderate,4.17,195
Mon Habit Rouge Taillé sur Mesure Guerlain for men,Oriental Woody,Lemon,Leather,Rose,Fall/Winter,Day,moderate,heavy,4.61,22
Heritage Eau de Parfum Guerlain for men,Woody Spicy,Patchouli,Amber,Oakmoss,All Season,All Time,long lasting,heavy,4.55,243
Heritage Eau de Toilette Guerlain for men,Woody Spicy,Patchouli,Sandalwood,Lavender,Fall/Winter,All Time,long lasting,heavy,4.45,913
Guerlain Idylle Duet Jasmin-Lilas Guerlain for women,Floral,Lilac,Jasmine,Musk,Spring/Summer,Day,moderate,heavy,4.18,255
Idylle Guerlain for women,Floral,Lily-of-the-Valley,tincture of rose,Jasmine,All Season,Day,moderate,moderate,3.70,2575
Idylle Duet Guerlain for women,Floral,Rose,Patchouli,Lily-of-the-Valley,All Season,All Time,long lasting,heavy,4.22,202
Idylle Duet Rose-Patchouli Guerlain for women,Chypre Floral,Bulgarian Rose,Patchouli,Woody Notes,All Season,Day,long lasting,heavy,4.18,76
Idylle Eau de toilette Guerlain for women,Floral,Lily-of-the-Valley,Lilac,Jasmine,Spring/Summer,Day,moderate,moderate,3.99,516
Idylle Eau Sublime Guerlain for women,Chypre Floral,Rose Water,Jasmine,Peach,All Season,Day,moderate,moderate,4.02,439
Idylle Extract Guerlain for women,Chypre,Rose,Nutmeg,Floral Notes,All Season,All Time,moderate,heavy,4.57,23
Idylle Love Blossom Guerlain for women,Floral,Lilac,Honey,Rose,Spring/Summer,Day,moderate,moderate,4.11,95
Insolence Guerlain for women,Floral Fruity,Violet,Raspberry,iris,All Season,All Time,long lasting,heavy,3.55,2938
Insolence Blooming Guerlain for women,Floral Fruity,Violet,iris,Red Berries,All Season,All Time,moderate,heavy,3.46,90
Insolence Crazy Touch Guerlain for women,Floral Fruity,Violet,Raspberry,Red Berries,All Season,All Time,moderate,heavy,4.44,40
Insolence Eau de Parfum Guerlain for women,Floral Fruity,Violet,iris,Red Berries,Fall/Winter,All Time,long lasting,heavy,4.09,1853
Insolence Eau Glacee Guerlain for women,Floral Fruity,Violet,iris,Green Apple,Spring/Summer,Day,moderate,heavy,4.05,465
Insolence Limited Edition Guerlain for women,Floral,Violet,Raspberry,Red Berries,Fall/Winter,Night,moderate,heavy,4.07,18
Insolence Shimmering Edition Guerlain for women,Floral Fruity,Violet,iris,Raspberry,All Season,Night,very long lasting,heavy,4.38,58
My Insolence Guerlain for women,Floral Fruity,Raspberry,Almond Blossom,Vanilla,All Season,All Time,long lasting,heavy,3.87,1358
Jicky Guerlain for women,Oriental Fougere,Lavender,Vanilla,Rosemary,All Season,Day,moderate,moderate,4.12,1406
Jicky Extrait Guerlain for women,Oriental Fougere,Lavender,Vanilla,Lemon,All Season,All Time,long lasting,moderate,4.59,73
Rose Barbare Eau de Parfum Guerlain for women,Chypre Floral,Rose,Honey,Aldehydes,Fall/Winter,All Time,weak,moderate,2.33,7
Angélique Noire Guerlain for women and men,Oriental Floral,Vanilla,Angelica,Pear,Fall/Winter,All Time,long lasting,heavy,4.44,769
Bois d'Armenie Guerlain for women and men,Oriental Woody,Benzoin,Incense,Guaiac Wood,Fall/Winter,All Time,long lasting,moderate,4.37,465
Cruel Gardenia Guerlain for women,Floral,Gardenia,Musk,Violet,Spring/Summer,Day,moderate,moderate,4.13,264
Cuir Beluga Guerlain for women and men,Leather,Vanilla,Suede,Heliotrope,Fall/Winter,All Time,moderate,moderate,4.47,740
Iris Ganache Guerlain for women,Oriental Woody,iris,White Chocolate,Vanilla,Fall/Winter,All Time,moderate,moderate,4.27,393
Joyeuse Tubéreuse Guerlain for women and men,Floral,Green Notes,Tuberose,Vanilla,Spring/Summer,Day,moderate,moderate,4.17,94
Myrrhe & Delires Guerlain for women and men,Oriental Woody,Myrrh,Licorice,Tonka Bean,Fall/Winter,All Time,moderate,moderate,4.22,201
Neroli Outrenoir Guerlain for women and men,Citrus Aromatic,Tea,Neroli,Petitgrain,Spring/Summer,Day,long lasting,heavy,4.26,128
Rose Barbare Guerlain for women and men,Chypre Floral,Rose,Honey,Aldehydes,All Season,All Time,moderate,moderate,4.14,338
Spiritueuse Double Vanille Guerlain for women,Oriental,Vanilla,Benzoin,Incense,Fall/Winter,All Time,long lasting,moderate,4.52,1252
Tonka Imperiale Guerlain for women and men,Oriental,Tonka Bean,Bitter Almond,Tobacco,Fall/Winter,All Time,moderate,moderate,4.50,1079
 L’Heure Bleue Extract Guerlain for women,Oriental Floral,iris,Violet,Anise,Fall/Winter,Night,long lasting,heavy,4.71,114
L'Heure Bleue Eau de Parfum Guerlain for women,Oriental Floral,iris,Heliotrope,Carnation,Fall/Winter,Night,long lasting,heavy,4.20,2970
L'Heure Bleue Eau de Toilette Guerlain for women,Oriental Floral,iris,Anise,Violet,All Season,All Time,long lasting,moderate,4.47,203
Guerlain L'Instant Magic Elixir Guerlain for women,Floral Woody Musk,Almond,Vanilla,Orchid,Fall/Winter,Night,long lasting,heavy,4.46,286
L'Instant d'Un Ete Guerlain for women,Oriental Floral,Vanille,Grapefruit,Magnolia,Spring/Summer,All Time,moderate,heavy,4.00,77
L'Instant d'un Ete pour Homme Guerlain for men,Woody Spicy,Amalfi Lemon,Star Anise,Lime,Spring/Summer,Day,moderate,moderate,4.18,53
L'Instant de Guerlain Guerlain for women,Oriental Floral,Vanille,white honey,Magnolia,Fall/Winter,All Time,long lasting,heavy,3.95,3269
L'Instant de Guerlain Eau de Noel Iris Millesime Guerlain for women,Oriental Floral,iris,Honey,Ylang-Ylang,Fall/Winter,All Time,long lasting,heavy,4.34,93
L'Instant de Guerlain Eau de Toilette Guerlain for women,Floral,Magnolia,Amber,Gardenia,All Season,Day,long lasting,heavy,4.13,625
L'Instant de Guerlain Extract Guerlain for women,Oriental,Magnolia,Honey,iris,Fall/Winter,All Time,moderate,moderate,4.32,30
L'Instant de Guerlain Fleur de Mandarine Guerlain for women,Oriental Floral,Mandarin Orange,Bitter Orange,Mandarin Blossom,All Season,Day,moderate,heavy,3.94,48
L'Instant de Guerlain pour Homme Guerlain for men,Woody Spicy,Cacao,Lemon,Patchouli,Fall/Winter,All Time,long lasting,moderate,4.21,2449
